FCID,Lane,SampleID,SampleRef,Index,Description,Control,Recipe,Operator,SampleProject
C0UTRACXX,5,lane5,unknown,Undetermined,Clusters with unmatched barcodes for lane 5,N,PE,user,Undetermined_indices
