FCID,Lane,SampleID,SampleRef,Index,Description,Control,Recipe,Operator,SampleProject
C0UTRACXX,3,lane3,unknown,Undetermined,Clusters with unmatched barcodes for lane 3,N,PE,user,Undetermined_indices
