FCID,Lane,SampleID,SampleRef,Index,Description,Control,Recipe,Operator,SampleProject
C0UTRACXX,8,lane8,unknown,Undetermined,Clusters with unmatched barcodes for lane 8,N,PE,user,Undetermined_indices
